"provider","category","Theme","Sub_Theme","Code","Text","refs"
"AI","negative","Quality of the Japanese language","Insufficient output quality","Mechanical language","- AI_14_014:The points that are written in detail are properly evaluated. The sandwich of good points, points for improvement, and encouragement to do your best is so formulaic that I felt that if it was like that every day, students might stop reading the feedback seriously. Also, if this was a chat, I would feel that it was too mechanical.","AI_14_014"
"AI","negative","Quality of the Japanese language","Insufficient output quality","Advice that lacks accuracy","- AI_07_058:It is suggested that it would be better to have a sense of unity, but it is pointed out that this is not in the evaluation criteria. In the absence of such criteria, I think that this record is written well enough to be a list of patients, so I judged it to be inaccurate feedback.","AI_07_058"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Inappropriate advice","- AI_10_113:The fact that the change in blood sugar levels after insulin administration cannot be read from the chronological description of blood sugar levels suggests the limitations of the person giving the feedback. There is room for consideration as to whether the feedback is intended to be a trigger for reviewing physical condition management.
- AI_11_119:It also includes a suggestion for improvement, so it seems easy for the student to understand what they should do next. However, I wonder whether “work hard on creating slides” should really focus on things like design (I thought they should reconsider the content or cite more papers, etc.), and I think that whether it is appropriate feedback or not may depend on the state of the training.
- AI_15_018:The impression is that the feedback is in line with the student's record. I felt that the feedback was good because it was given in a positive way in response to the student's record. On the other hand, the suggestions for the student are unrealistic and do not match the reality of clinical practice at all, and the background information that is a prerequisite for generating good feedback is critically lacking.
- AI_18_079:The point that you should make a concrete action plan for future issues is good, but the specific examples feel unnatural.
- AI_18_084:I don't think the feedback itself is bad, but I don't think the specific examples given after “for example” are appropriate. I can't find the right words to describe it, but it's a sentence that doesn't come into your head straight away when you read it, and it feels strange.
- AI_19_086:The points for improvement are listed in bullet points, so it's easy to read. However, there seems to be a slight discrepancy between the feedback and the actual content of the practical training. In response to the statement that they have learned how to approach emergency patients, the feedback asks for a description of a specific case, but I don't think they are actually dealing with emergency patients, so I think it may be difficult.
- AI_19_094:I think it's good that the points to consider when making specific records are pointed out, along with specific examples. I'm curious about what the phrase “Please cheer up!” is based on, as it appears in the student's record.
- AI_20_114:It was difficult to understand whether adding stage II as supplementary information would increase understanding. As the feedback was mainly about the record, I felt that it would be better if there was feedback about the behavior during the practice.
- AI_23_158:I don't know if there is a need for medical students to record the specific procedures for surgery.
- AI_23_159:I wonder if it would be meaningful for the student to be given detailed feedback on the content of the slides they are creating... (Even after a year, the student will remember the content of the slides they created in that department, and even if they do remember it, it is questionable whether it would be beneficial.)","AI_10_113, AI_11_119, AI_15_018, AI_18_079, AI_18_084, AI_19_086, AI_19_094, AI_20_114, AI_23_158, AI_23_159"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Inappropriate encouragement","- AI_07_066:I think this is relatively good feedback. However, it lacks a human touch. I think the reason you feel uncomfortable with it is probably because the last sentence is written without giving a specific example of how the effort is paying off.","AI_07_066"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","advice that is not in line with the situation","- AI_14_001:The text is of a reasonable length, and there are no particular issues for the future, but it does mention that we should look for small issues. The points that need to be improved are: 1. It says that we should make our daily records concrete, but for example, I feel that the content of the examples given afterwards are rather abstract. I feel that a description of the actual practice record, such as keeping blood sugar below 180, would be more concrete.","AI_14_001"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Advice that does not take the situation into account","- AI_06_042:There is empathy and approval, and specific feedback is given. However, the action plan is not entirely on target in some areas.
- AI_06_044:Feedback is given carefully, and specific methods for improvement are proposed. However, there is the impression that the points of feedback are off.
- AI_08_079:The advice is very specific and good, but I feel that the proposed action plan is somewhat difficult to achieve (giving a 10-minute presentation every day).
- AI_11_126:The 24-year-old male student's description is missing the last part, but perhaps this is because he has been discharged from hospital and there is no record of this. Although we cannot tell from the record what the background information is, based on this information, should the feedback be “Since a plan for discharge was in place, a record of this is necessary”? The evaluation is in line with the criteria.
- AI_11_129:This record is almost the same as ID: 128, but I think it is okay to raise questions about that.
- AI_11_131:It properly states the points that should be corrected based on the record. However, it does not point out that the content of the patient list is the same every time.
- AI_12_138:I think the comment about the lack of daily records misses the point.
- AI_12_143:The specific instructions are good, but things like having to echo back three times or more are unrealistic and not in line with actual medical practice, so I think this should be improved.
- AI_13_153:The instructor comments on the problems raised by the learner. On the other hand, the comment about the lack of a record of learning for 3/26-29 may be off the mark in some cases, as it may be that the day was not a training day as part of the curriculum, or that the learner simply did not mention that they were absent. The setting of the scene for explaining the patient's condition is also abstract, and I felt that the accuracy of the feedback would depend on whether the instructor and learner had experienced the same actual interview situation.
- AI_13_158:The wording feels like it has been translated. The way the foundation is created, the signposts, etc. There is good feedback on how to record and deepen the information. There is no mention of the actual surgery, and when it comes to the role and procedure of the surgery, it becomes a surgical record, so there is the impression that the focus is a little off from the record of this practical training. There is no feedback on the attitude of the practical training, so improvement is needed.
- AI_13_162:The impression is that the tone is high. Good points: The way to keep a record and how to deepen learning are described in detail. Improvement points: The context is unnatural. It is unclear whether it is the first day of the practical training record. There is a possibility that it is out of context.
- AI_15_023:The impression is that it is typical feedback generated by AI. The form of presentation at the morning conference given as an example of “future goals” is detached from reality, and the content is so vague that it is obvious that it was automatically generated.
- AI_18_070:It's fine to advise them to write about what they learned in concrete terms, but I think it's off-base to advise them to write about which patient's case they learned from.
- AI_18_072:There is a comment that the records for January 9th and 10th are lacking in detail, but considering what was done on those days (such as the orientation), I think it is unavoidable and not something that needs to be pointed out. In that respect, I think this comment is a little off the point.
- AI_18_081:There is a point made that “the patient list is not filled in on some days”, but considering the content of the practical training on those days, it seems unavoidable. In that respect, I think it is difficult to say that this is a well-targeted point. There are also other points of advice that are not appropriate.
- AI_20_111:Not only does the feedback only refer to the criteria for the record, but it also points out that the patient list is missing from the record on February 2nd, even though it is not supposed to be included, and I feel that this is inappropriate feedback.","AI_06_042, AI_06_044, AI_08_079, AI_11_126, AI_11_129, AI_11_131, AI_12_138, AI_12_143, AI_13_153, AI_13_158, AI_13_162, AI_15_023, AI_18_070, AI_18_072, AI_18_081, AI_20_111"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Suggestions that do not take the situation into account","- AI_22_137:More suggestions tailored to each situation are needed","AI_22_137"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Advice that does not take the situation into account","- AI_05_029:The fact that the student is asking for a record on January 13th, a Saturday, without being aware of this is something that should be improved. The fact that the student is asking for improvements while giving examples of the actual content is easy to understand. However, it is important to remember that the real feedback needed for the student's training is not to be able to write well, but to actually learn.","AI_05_029"
"AI","negative","Continuity and consistency","Variability in feedback quality depending on the content recorded","Lack of feedback on the content of the experience itself","- AI_10_111:It is a shame that the feedback does not cover the knowledge and technical aspects of the content experienced.","AI_10_111"
"AI","negative","Quality of the Japanese language","Insufficient output quality","inconsistency in the description","- AI_14_002:My impression is that it is composed of good points, points that need to be improved, and positive encouragement, and I felt that the points that need to be improved were clear and easy to understand. The report says that the points that need to be improved are being recorded smoothly, but in reality there are omissions, and I felt that the fact that the report points out these omissions as points that need to be improved felt unnatural.","AI_14_002"
"AI","negative","Continuity and consistency","Limitations due to lack of understanding of the practicum context","Advice based only on the content of the record","- AI_21_121:The feedback is based on the students' records. Basically, the feedback is intended to improve the students' learning by improving how they write in their records. It would be good to have feedback and knowledge presented from a clinical perspective, as well as learning advice.
- AI_21_124:The main points were comments on how to fill in the student records. The comments were based on the “criteria”. There was a lack of comments from a clinical knowledge or perspective.
- AI_21_127:The student's learning is encouraged by improving the content of the student records. The feedback is given based on the content of the student records, so it would be good if there was also some presentation of directly related medical knowledge and viewpoints.
- AI_21_128:The main points of the feedback are related to improving the content of the student records and encouraging learning through this. It would be good if there were also specific clinical content and knowledge presented, as well as content that provides guidelines.
- AI_21_129:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that specific examples were given to show areas for improvement. It would be good to add specific clinical content, knowledge, and guidance.
- AI_21_130:The main focus is on improving the student records and providing feedback to encourage learning through this. It was good that the student's good points were clearly shown and evaluated. There is a lack of specific clinical content, knowledge, and guidance.","AI_21_121, AI_21_124, AI_21_127, AI_21_128, AI_21_129, AI_21_130"
"AI","negative","Quality of the Japanese language","Insufficient output quality","Expressions that feel strange","- AI_18_073:The writing is not completely free of awkwardness, but I think the content is good.
- AI_18_075:Although I can't say that the sentences are completely natural, I think the points you raised are specific and clear.","AI_18_073, AI_18_075"
"AI","negative","Quality of the Japanese language","Insufficient output quality","incorrect points","- AI_14_004:It is easy to understand what exactly needs to be improved. The points for improvement say that the entries for January 9th and 12th lack specificity, but the entry for the 9th is written in detail.","AI_14_004"
"AI","negative","Quality of the Japanese language","Insufficient output quality","too high a tone","- AI_13_162:The impression is that the tone is high. Good points: The way to keep a record and how to deepen learning are described in detail. Improvement points: The context is unnatural. It is unclear whether it is the first day of the practical training record. There is a possibility that it is out of context.","AI_13_162"
"supervisor","negative","Perspective as a clinician","Conflict of interest as an educator","Descriptions that are conscious of recruitment","- SU_05_022:Rather than feedback on the student's notes or practical training content, the content is more focused on recruiting students to the department. On the other hand, from the student's point of view, there is a good chance that the content will be more memorable than the usual feedback. If we consider that the role of the supervising doctor is not only to encourage learning, but also to provide role models and information on detailed career paths, then this feedback may have an important message.","SU_05_022"
"supervisor","negative","Continuity and consistency","Limitations of feedback within a limited time","reuse","- SU_23_153:The feedback was almost the same as Index number 149.","SU_23_153"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","missing prioritisation","- SU_12_136:I felt that this supervising doctor had a good grasp of the content of the students' practical training. It's good that specific points for improvement are listed, but I think it would be better if the importance and priority were also stated.","SU_12_136"
"supervisor","negative","Continuity and consistency","Limitations of feedback within a limited time","Overlooking medical errors","- SU_11_120:They did not point out the mistakes in the words ‘irregular pulse’ and ‘Holter electrocardiogram’. I think it is encouraging for the student to receive feedback that is relevant to the actual content of the practical training. Although you have included a summary of the characteristics of the case study, I think you should give a little more feedback on this.
- SU_11_121:You have not pointed out the mistake of ‘resuscitation termination’. Although you have mentioned the limitations and shortcomings of the instructor, and this is not content that will directly lead to the improvement of the learner's ability, I think that this is a description that will be well received by the learner. I think that this is a description that conveys ‘encouragement from senior doctors’.","SU_11_120, SU_11_121"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","Descriptions that do not fit together","- SU_18_074:I get the impression that there is no conversation between the students and the teachers. (It seems that the teachers' feedback is the same for all students).","SU_18_074"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","non-conformance with standards","- SU_09_088:The feedback is tailored to the student's experience and based on actual cases. It's not feedback that is tailored to a standard, but it feels like ‘living’ feedback that is likely to bring about behavioural change.","SU_09_088"
"supervisor","negative","Perspective as a clinician","Conflict of interest as an educator","Descriptions that are too focused on the interests of the expert","- SU_10_110:It is understandable that there are few opportunities to do peripheral nerve examinations, but I wonder whether this is something that all medical students should learn. I think that feedback that emphasises this point has problems in terms of prioritisation. It is hoped that appropriate learning goals will be set for medical students.
- SU_10_116:The evaluator's attitude, which seems to regard the case of a common presentation of a common disease as unimportant, is suggested by the text, and I am concerned about the impact this will have on the medical students. It would be desirable for the evaluator and the medical student to share in a clear way the goals that the medical student should aim for.","SU_10_110, SU_10_116"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","lack of suggestions for improvement","- SU_16_037:I think the content is educational, as it includes important medical points, but the amount of points is insufficient, and the way the text is written feels a little unfriendly. It is educational in that it points out misunderstandings of medical knowledge, but the points are limited to medical content, and I would like the points to lead to improvements in future approaches for students.
- SU_16_046:The description shows that the student was actively engaged in the practical training. It is good that the positive points shown by the student during the practical training are pointed out, but it is a pity that there are no points that lead to improvements in the student's work.
- SU_18_078:I think it would be good to point out areas for improvement in the student's writing.
- SU_19_086:It is good that it mentions the content that the students experienced and the issues they achieved during the practical training. However, I think that there are few comments on the content that the students mentioned as issues for the future.","SU_16_037, SU_16_046, SU_18_078, SU_19_086"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","pointing out areas for improvement Missing","- SU_04_002:The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.
- SU_04_003:It felt like feedback from a doctor who was examining the patient together. The good points were that it covered the transition from the acute phase to the chronic phase, and it also described what kind of learning would be desirable next, based on how the transition would progress in the future. The points that needed to be improved were that there was no feedback on the ‘gas exchange’ and ‘blood sampling in newborns’ that had been learned, although there was a description of them.
- SU_04_013:There was feedback not only on the content of the written report, but also on the content of the presentation during the practical training, and it was clear that the attitude of the student during the practical training was being observed. As a positive point, it was noted that the content of the presentation was well-summarised regarding the risk classification of paediatric leukaemia. As a point for improvement, it was noted that there was no mention of what other areas of learning would be useful for the next stage of learning.
- SU_08_081:The feedback also mentions the medical student's career path and future, so I think it shows that the supervising doctor is communicating well with the medical student. I think it would be better if you could also point out one improvement point.
- SU_08_082:The good points about the medical student are shown to a certain extent in concrete terms, which is good, but I think the feedback would be even better if you could also point out one improvement point in concrete terms.
- SU_10_112:The supportive comments are good, but there is no specific feedback on the practical training. At least one of the learning objectives should be mentioned.
- SU_11_124:It conveys that the instructor has given a positive evaluation of the practical training as a whole, but I think that's all it says. There is no mention of specific issues or points of achievement.
- SU_11_126:It is a positive evaluation, but it is too general and does not point out the next task (for better or worse).
- SU_12_138:I think it would be better if the lack of daily records was noted. Other than that, I didn't notice anything in particular.
- SU_12_139:I think it's great that the student's efforts are being recognised. I think it would be better if there were more specific instructions.
- SU_13_149:Good points: The tone is mild. It mentions the item on the description of arterial puncture, which I feel is the most emotional description from the trainee's side, and motivates them to gain experience in the clinical setting. Bad points: The overall impression is negative, and it does not mention any feedback on the trainee's learning of the disease and pathology.
- SU_15_033:It is extremely concise feedback. As there is no specific reference to the practice record or the content of the practice, it would be better if some form of feedback was given.
- SU_16_035:The content is vague, so it lacks concreteness. I think it is good that it evaluates the students' positive attitude towards the practical training. On the other hand, I think it would be better if there were more specific suggestions for improvement and advice on how to improve.","SU_04_002, SU_04_003, SU_04_013, SU_08_081, SU_08_082, SU_10_112, SU_11_124, SU_11_126, SU_12_138, SU_12_139, SU_13_149, SU_15_033, SU_16_035"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","lack of points for improvement","- SU_13_159:The impression is that the trainee's practical training is observed and evaluated. It is good that the trainee's situation is taken into account, and that approval is given for the practical training record and slide making. The fact that there is no mention of specific points for improvement in the learning record is an area for improvement.
- SU_13_163:Humane comments that give the impression that the tutor was experiencing the training together with the learner. Good points: There is a supportive message, and it is supportive. Improvement points: There is no specific feedback on either the training or the record.
- SU_14_001:The fact that it is detailed and thorough every day is encouraging. On the other hand, the sentences are short and there is no mention of my own areas for improvement, so I'm not really sure what I need to improve to do better.
- SU_14_002:I think it's good that it accurately addresses future issues. One point for improvement is that the amount of text is small, so it's not really feedback.
- SU_14_003:The feedback is based on actual interactions on the ward, so it's easy to get a real sense of it. The content that the doctor in charge wants you to learn is clear. One point for improvement is that there is no indication of what you need to improve here.
- SU_14_004:The feedback is specific and gives details about the content of the illness seen in the hospital, so it is easy to understand what you need to be careful about. As there are no points for improvement, it is difficult to know where to make improvements.
- SU_14_014:It is easy to ask questions during the practical training because it says what you should feel free to ask. There are no points for improvement.
- SU_14_017:It also mentions the student's behaviour during the practical training and praises them, but as feedback it is insufficient as it does not indicate areas for improvement.
- SU_15_021:The impression is that the feedback is very general. Although the student is thanked for the practical training and comments are made, there is little specific reference to the content of the practical training or the record, and it cannot be said that this is feedback that can be used for future practical training or records.
- SU_15_022:Apart from whether it is appropriate as feedback, the impression is that the message is filled with the instructor's thoughts for the student. The message is one that conveys passion, but there is almost no indication of evaluation criteria or points for improvement, and it is felt that this should be improved as feedback on the practical training record.
- SU_15_023:The impression is that positive feedback is emphasised. I think it is good that the emphasis is on positive words of encouragement. It would be even better if there was feedback that could be used in future practical training.
- SU_15_030:It is concise feedback. The fact that it encourages the student to ask questions during the practical training is thought to be good as a motivational tool, but there is no feedback on the lack of a practical training record, so it would be good if there was also some mention of the lack of a record.
- SU_16_047:It is clear that the content of the description is being evaluated. While the evaluation points are clear and easy to understand, it is a shame that no points for improvement are being pointed out.
- SU_16_048:It seems that only one evaluation point is being written. While it is good that the evaluation is easy to understand, there is too little information to lead to improvement.
- SU_21_122:It gave the impression of being more of a directive on the content of the specified learning, rather than feedback to the students. One point for improvement would be that there was no feedback on the students’ records, the content of the practical training, or their attitude.
- SU_21_123:There was no specific evaluation or feedback for the students. It was more like a comment to the students.
- SU_21_126:There was no specific evaluation of the student. There was a lack of advice and suggestions for how the student could improve their learning in the future.
- SU_21_131:No evaluation was given at all. No feedback was given to the students on areas for improvement, etc.
- SU_22_133:I don't know what to improve
- SU_22_139:There are no suggestions
- SU_22_142:It is easy to understand
- SU_22_143:There is no important feedback, such as points for improvement in the learning content.
- SU_22_146:There are no points for improvement indicated.","SU_13_159, SU_13_163, SU_14_001, SU_14_002, SU_14_003, SU_14_004, SU_14_014, SU_14_017, SU_15_021, SU_15_022, SU_15_023, SU_15_030, SU_16_047, SU_16_048, SU_21_122, SU_21_123, SU_21_126, SU_21_131, SU_22_133, SU_22_139, SU_22_142, SU_22_143, SU_22_146"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","Too many points for improvement","- SU_07_058:This is specific feedback that is substantial in content. However, I think that the student would also like feedback that reinforces the points they have done well. Also, there are many items, there is no priority, and it seems a little harsh.","SU_07_058"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","lack of suggestions for improvement","- SU_04_011:The impression is that the medical students' records are not being touched upon. The good point is that it mentions participation in practical training. The point for improvement is that it does not mention anything about what they have learnt or what they are working on, so it is not really feedback.","SU_04_011"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","Lack of suggestions for improvement","- SU_19_095:It seems to me that the feedback is mainly about the student's behaviour during the practical training, and there is not much feedback on the records. As the content that the student achieved during the practical training is written in detail, I think it would be better if there were further issues presented.","SU_19_095"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","presentation of points for improvement Missing","- SU_09_090:Good luck with the practical training! is a supportive comment, but I don't think it's feedback","SU_09_090"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","lack of suggestions for improvement","- SU_19_099:There is an evaluation of the attitude of students during self-study, but there is no reference to the records. There is no mention of areas for improvement or issues, and I don't think the students' contribution to their own learning is high.
- SU_19_100:I think that advice is given in line with the content of what the students have learned and what they need to work on in the future, but there is no written evaluation of the students, and I think it makes it difficult for the students to identify areas for improvement.","SU_19_099, SU_19_100"
"supervisor","negative","Adherence to the feedback criteria and structure","Entries not complying with feedback principles and standards","Lack of detail in the points for improvement","- SU_16_040:The impression is that the feedback is brief. The practice of the technique is also shown briefly for future practice, so it is easy to understand. On the other hand, there are not many items in the feedback, so I would like more detailed feedback.","SU_16_040"
"supervisor","negative","Continuity and consistency","Limitations of feedback within a limited time","time constraints","- SU_23_149:I think this feedback was given because the person giving it remembered ‘I taught this student how to take arterial blood samples’. As we can see similar feedback in Index number 153, I suspect that the person giving the feedback took the time to compile it.
- SU_23_151:I felt that for a surgeon who is extremely busy, it may be difficult to have the determination to take the time to give feedback on a simple record.
- SU_23_153:The feedback was almost the same as Index number 149.","SU_23_149, SU_23_151, SU_23_153"
"supervisor","negative","Perspective as a clinician","Conflict of interest as an educator","introduction of an authority gradient","- SU_10_108:I felt that it would be beneficial to encourage learners to learn how to match up their own examination findings with the findings of the examination. The contrast between the learners' findings and the instructor's findings is also thought to have been made in the same context, but it seems to show the superiority and infallibility of the instructor, and I think that this is feedback that makes learners feel an authority gradient.","SU_10_108"
"supervisor","negative","Text length","Insufficient amount of description","Short description","- SU_04_001:I felt the feedback was too short. The good points are that it mentions the content of the description, so you can tell that it has been read and written. The points that need to be improved are that it does not mention all the content of the description, and the feedback feels insufficient.
- SU_04_002:The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.
- SU_04_010:The feedback is short in relation to the medical students‘ entries. The good points are that the medical students’ independence is being developed. The points for improvement are that I think the motivation would increase if feedback was given on what they had learnt and what their future challenges are.
- SU_05_018:(Good points) The feedback is based on an awareness of the actual patient's condition and the experience that goes with it. (Points for improvement) The amount of description is small. The content of the suggestions is a little imprecise.
- SU_05_026:Although it is a short comment, it does mention the good points.
- SU_09_085:Although it was not very long and not very specific, I think it was encouraging feedback.","SU_04_001, SU_04_002, SU_04_010, SU_05_018, SU_05_026, SU_09_085"
"supervisor","negative","Text length","Insufficient amount of description","Too short a description","- SU_13_162:The impression is detached. Good points: None in particular. Improvement points: When writing about the practical training record, more specific explanations are needed. (However, providing specific feedback on everything may be overprotective towards the learner.
- SU_15_020:The impression is that the feedback is brief and minimal. The gratitude and encouragement for the record is fully felt, but it would be desirable to have more specific feedback.","SU_13_162, SU_15_020"
"supervisor","negative","Text length","Insufficient amount of description","Descriptions that are too short","- SU_05_020:The supportive aspects are good, but it's just too short. However, if the supervising doctor and student are communicating well on the spot, then this is not a problem.
- SU_05_021:The student has written a long piece of text, but the feedback is brief, and I think the student may be worried that the supervising doctor hasn't read it even though they wrote it so carefully and at such length. On the other hand, it is a good point that it mentions learning in conjunction with matters that are of great interest to students, such as the national exam.
- SU_05_031:Good points: The fact that the medical record is evaluated and that communication with residents and others is evaluated is clearly conveyed. Points for improvement: It is too short.
- SU_05_033:The student's record is also simple, so it is not possible to know the results, but it is too short.
- SU_09_094:I don't think a simple ‘Thank you for your hard work’ would be considered feedback.
- SU_11_122:It is too businesslike and directive. I wonder if there was anything else you wanted to convey? I wonder if there was anything you wanted to praise?
- SU_11_131:It's too simple and doesn't amount to feedback.
- SU_14_001:The fact that it is detailed and thorough every day is encouraging. On the other hand, the sentences are short and there is no mention of my own areas for improvement, so I'm not really sure what I need to improve to do better.
- SU_14_002:I think it's good that it accurately addresses future issues. One point for improvement is that the amount of text is small, so it's not really feedback.
- SU_16_042:The impression is that it is just a comment. There is very little written. I think it is good that it shows empathy with the difficulty of learning. On the other hand, it is a shame that the content is very little and abstract.
- SU_16_044:The impression is that it is not possible to give feedback with just a few words. It is concise and easy to understand, but I think it would be better if it were more detailed.
- SU_16_048:It seems that only one evaluation point is being written. While it is good that the evaluation is easy to understand, there is too little information to lead to improvement.
- SU_21_128:There was no feedback on what was specifically evaluated. It was short.
- SU_21_129:There was no feedback on what was specifically evaluated. It was short.","SU_05_020, SU_05_021, SU_05_031, SU_05_033, SU_09_094, SU_11_122, SU_11_131, SU_14_001, SU_14_002, SU_16_042, SU_16_044, SU_16_048, SU_21_128, SU_21_129"
"supervisor","negative","Text length","Insufficient amount of description","Concise description","- SU_15_034:The impression is that it is concise feedback that includes the necessary content. I think it is good that it also mentions the content of the record and motivates the student for future practice.","SU_15_034"
"supervisor","negative","Continuity and consistency","Limitations of feedback within a limited time","Reuse of description","- SU_23_164:The clinical practice records were kept well, and since the exact same content as this feedback was sent to another student, it is thought that this was copied and pasted feedback.","SU_23_164"
"supervisor","negative","Continuity and consistency","Feedback that does not reflect the content of the report","neglect of content","- SU_04_001:I felt the feedback was too short. The good points are that it mentions the content of the description, so you can tell that it has been read and written. The points that need to be improved are that it does not mention all the content of the description, and the feedback feels insufficient.
- SU_04_002:The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.
- SU_04_010:The feedback is short in relation to the medical students‘ entries. The good points are that the medical students’ independence is being developed. The points for improvement are that I think the motivation would increase if feedback was given on what they had learnt and what their future challenges are.
- SU_04_011:The impression is that the medical students' records are not being touched upon. The good point is that it mentions participation in practical training. The point for improvement is that it does not mention anything about what they have learnt or what they are working on, so it is not really feedback.
- SU_04_014:There was no written comment on the content of the written report by the medical student. As a positive point, it was noted that the content of the written report was being read. As a point for improvement, it was noted that there was no feedback on the content of the written report.
- SU_04_015:The content shows that the students are being supported in their learning and practical training. The good points are that the content not only refers to what was written, but also mentions the students‘ attitude during the practical training and the content of their presentations. The improvement point is that there was no comment on the nephrotic syndrome, which was written about as something that had been learned.
- SU_05_019:(Good points) It is clear that the comments are based on the actual experience of the student, not just on the content of the student's description. It is supportive content for the student. (Bad points) The comments and advice are about the student's training itself, and there is little mention of the content of the record. However, I think this is unavoidable, as it is thought that this feedback from the supervising doctor is more about the training itself than about the content of the record. In fact, it is more important to give feedback on the training itself than on the content of the record.
- SU_05_030:This is partly because the student's record content is limited to listing the names of surgeries and lacks specificity, but it does not seem that the comments are based on the content of the record. It is short.
- SU_06_049:This is not feedback on the record, but a message about the practical training.
- SU_07_064:The points that are being raised are detailed and specific, but I think that feedback that covers the whole is necessary.
- SU_07_068:I can understand what the assessor is trying to say, but this is not a comprehensive record feedback.
- SU_09_095:The feedback is more supportive, as it is based on the student's behaviour during the practical training, rather than on the contents of the portfolio.
- SU_09_097:The feedback is specific and based on the student's behaviour during the practical training. There are some parts that do not necessarily match the contents of the portfolio.
- SU_09_099:Although the portfolio is hardly mentioned, the FB is based on the student's attitude during the practical training and the content observed.
- SU_12_143:As an evaluation by many supervisors, I can relate to the content of this. As the student has written quite specific details, I thought it would be good to touch on that point a little more.
- SU_13_150:Good points: The feedback draws the trainee's attention to important long-term issues that they may not have been aware of, and also touches on the inadequacy of the practical training record. Bad points: The feedback on daily work is vague, with no specific description. There is no feedback on the trainee's learning HIE images or on respiratory management, which was listed as a future issue.
- SU_13_160:It seems that the learner and the instructor have not shared the purpose of this learning record in advance, or that there is a custom of just writing down what you did and getting a stamp, or that the learner does not expect any feedback from the instructor. Good points: Feedback is given on how to make a better record. Improvement points: There is no mention of the learner's attitude to learning or the malignant thymoma mentioned in the record.
- SU_13_161:No mention of the learning record, but there is mention of the learning attitude and training in the surgical field. Good points: As a mentor, the trainer conveys the appeal of surgical training. Improvement points: There is no feedback on the learning record.
- SU_13_164:It does not mention the learning attitude or the content of the record at all. It is a mechanical response. Good points: None. Improvement points: Include proper feedback that mentions the learning attitude and the content of the record.
- SU_15_031:The impression is that it is concise feedback on the practical training. While it is good that it comments on the attitude towards the practical training, there is very little mention of the practical training record itself, so it would be good if there was some specific feedback.
- SU_17_054:I doubt whether the person reading the feedback is even a medical student, so it should be improved.
- SU_19_092:The main focus is on feedback on the students’ behaviour during the training, and I don't think there is any feedback based on the entries.
- SU_19_095:It seems to me that the feedback is mainly about the student's behaviour during the practical training, and there is not much feedback on the records. As the content that the student achieved during the practical training is written in detail, I think it would be better if there were further issues presented.
- SU_19_098:There is an evaluation of the level of achievement and attitude during practice, but there is little feedback that refers to the records.
- SU_20_101:I feel that the content of the actual conference is mentioned, and that the students are being evaluated through the practical training. I think it is good that it is positive feedback. As the content of the record is not mentioned, I think it would be even better if the content was also mentioned.
- SU_21_124:The feedback was based on the actual content of the practical training, rather than on the students' records. It would be better if there was more feedback on the learning records.","SU_04_001, SU_04_002, SU_04_010, SU_04_011, SU_04_014, SU_04_015, SU_05_019, SU_05_030, SU_06_049, SU_07_064, SU_07_068, SU_09_095, SU_09_097, SU_09_099, SU_12_143, SU_13_150, SU_13_160, SU_13_161, SU_13_164, SU_15_031, SU_17_054, SU_19_092, SU_19_095, SU_19_098, SU_20_101, SU_21_124"
