"provider","Code","Text","refs"
"AI","lack of reference to practical training content","- AI_20_106:I feel that the feedback is not focused on the way the record is written, and is not being used to improve the content of the practical training or learning.
- AI_20_108:The points that are praised are too abstract, and most of the content is directive. It would be better if there was advice on the content related to the practical training, rather than on how to write the record.","AI_20_106, AI_20_108"
"supervisor","Detailed description of the content of the practical training","- SU_07_064:The points that are being raised are detailed and specific, but I think that feedback that covers the whole is necessary.","SU_07_064"
"AI","lack of pointing out of practical training content","- AI_20_103:As it only points out the shortcomings and does not mention the content of the practical training, it gives the impression that the practical training was not observed.","AI_20_103"
"AI","Lack of reference to the content of the practical training","- AI_04_017:There are many points for improvement. The good points are that it describes the importance of recording information in patient records. There are no points for improvement in this feedback form. However, it is inevitable that the content of the slides is not recorded in the records, but the fact that there is no feedback on the content of the slides is a point for improvement.
- AI_13_155:Although the learner does not keep a daily record, the fact that they do keep a daily record is evaluated, and this feels strange. The feedback encourages the learner to think more deeply about the content of their daily practical work and to reflect on it. There is no mention of the issue of how to interact with patients, so feedback is needed.","AI_04_017, AI_13_155"
"AI","lack of perspective on the attitude of the trainee","- AI_13_159:The writing feels mechanical and like a translation. After mentioning the good points, there are some points that could be improved. The expression “rather than a supervising doctor, it is more like a red pen teacher for writing and academic papers. It feels like a bit of nitpicking, and the feedback is a bit off the mark. The good points are the approval of the practical training record. The points for improvement are the addition of an evaluation of the attitude during the practical training.
- AI_13_160:Although the comments are correct, some learners may feel that the comments are a little too involved, as they seem to be written in a way that is only intended to get the learner to complete the practical training, even though the learner is aware that it is good to write in that way. Good points: Feedback on how to correctly keep a learning record and deepen learning. Points for improvement: There is no mention of the learner's attitude.","AI_13_159, AI_13_160"
"supervisor","Descriptions of practical training attitude","- SU_15_031:The impression is that it is concise feedback on the practical training. While it is good that it comments on the attitude towards the practical training, there is very little mention of the practical training record itself, so it would be good if there was some specific feedback.","SU_15_031"
"supervisor","feedback on their attitude during the practical training","- SU_13_157:It gives the impression of being written with consideration for the learner's situation. It is good that there is feedback on the learner's attitude towards practice. There is no mention of the learner's record.","SU_13_157"
"AI","lack of perspective on practical training attitude","- AI_13_152:The comment “Carefully record your daily activities” is a little over the top and seems mechanical, as it only refers to a single day's worth of activities. The feedback about writing more detailed and accurate descriptions of the practical training content is accurate. The points for improvement mention the attitude of the trainee.","AI_13_152"
"AI","language that is not in line with the practice record","- AI_15_025:The impression is that the feedback is in line with the practical training record. The fact that the feedback is given in a supportive tone is good. It is interesting that the impression received is completely different, even though feedback 1 and feedback 2 mention almost the same points.","AI_15_025"
"AI","Concrete advice that is easy to put into practice","- AI_17_055:The tone is clear and easy to implement because the purpose is clear.","AI_17_055"
"AI","Advice that is easy to put into practice","- AI_23_152:The point that the feedback was given under the misunderstanding that the daily record was being done when it was not should be improved. Other than that, there was a lot of practical feedback.","AI_23_152"
"AI","Too objective advice","- AI_20_107:The feedback that points out specific ways of writing is too objective, so I feel that it would be better if it was in the form of questions or assignments, as that would motivate me to do more research.","AI_20_107"
"supervisor","Expression of a supportive attitude","- SU_08_073:I think it is good feedback that emphasises the importance of the student's initiative and a supportive attitude, but I think it would be good to also point out one specific goal or point for improvement.","SU_08_073"
"supervisor","comments from the perspective of an expert","- SU_13_150:Good points: The feedback draws the trainee's attention to important long-term issues that they may not have been aware of, and also touches on the inadequacy of the practical training record. Bad points: The feedback on daily work is vague, with no specific description. There is no feedback on the trainee's learning HIE images or on respiratory management, which was listed as a future issue.
- SU_13_154:Indicates the rarity of the case experienced, while also recommending learning of typical cases. The improvement point is that there is no indication of deficiencies in the report.","SU_13_150, SU_13_154"
"supervisor","description from specialist perspective","- SU_11_117:Compared to feedback1, this is brief and less detailed. There are few comments praising the good points. On the other hand, it mentions the limitations and the boundaries of the evaluation tool, which are unlikely to be covered in textbooks for students, and I think it is useful information from the perspective of practical clinical training. Perhaps it is a quiet supervisor who only tells you the important things.","SU_11_117"
"supervisor","Advice from the perspective of an expert","- SU_08_076:I think it is very good that the expert answers the questions the medical student has learned, but I think it would be even better if the medical student was given one specific point to improve on.","SU_08_076"
"supervisor","Descriptions that are too focused on the interests of the expert","- SU_10_110:It is understandable that there are few opportunities to do peripheral nerve examinations, but I wonder whether this is something that all medical students should learn. I think that feedback that emphasises this point has problems in terms of prioritisation. It is hoped that appropriate learning goals will be set for medical students.
- SU_10_116:The evaluator's attitude, which seems to regard the case of a common presentation of a common disease as unimportant, is suggested by the text, and I am concerned about the impact this will have on the medical students. It would be desirable for the evaluator and the medical student to share in a clear way the goals that the medical student should aim for.","SU_10_110, SU_10_116"
"supervisor","Abstract indication of points for description","- SU_14_009:There were few descriptions by the students, and the feedback from the teachers was also abstract.","SU_14_009"
"supervisor","Words of encouragement","- SU_09_090:Good luck with the practical training! is a supportive comment, but I don't think it's feedback","SU_09_090"
"AI","breakdown of integrity as meaning","- AI_07_053:I think it is good that specific examples of what is good are given at the beginning. The logic breaks down when it says “I keep a record every day” but then says “there are days when there is no record”. As far as I can see, the dates are consecutive, so I judged that this feedback was not correct. Even if there are no problems with each individual segment, there is still a sense of discomfort when looking at the text as a whole.","AI_07_053"
"supervisor","Feedback that appeals to emotions","- SU_04_008:The content conveys the feeling of working together with medical students. The good points are the same as above. There are no points for improvement.","SU_04_008"
"AI","expressions that convey emotion","- AI_17_052:The use of ! was also good, and the text did not feel monotonous.","AI_17_052"
"AI","Lack of feedback on the emotional aspects","- AI_05_023:This student has written about the recovery of a patient with impaired swallowing function with great emotion. I think that the comment, which asks the student to write specifically based on the other parts of the description without mentioning this student's excellent description, is somewhat off the point as feedback from the supervising doctor on the content of this student's record.","AI_05_023"
"supervisor","Only impressions","- SU_16_041:The impression is that it is just a comment. I think it is good that it shows that the student's efforts are being evaluated. On the other hand, there is a lack of specific feedback.","SU_16_041"
"AI","Good balance between approval and points for improvement","- AI_07_056:The points made are accurate. I think it is good quality feedback because it is a mixture of positive and constructive feedback.
- AI_07_060:This is a well-written report that starts with positive feedback, is specific and constructive, and doesn't have too many points.","AI_07_056, AI_07_060"
"AI","Lack of specificity in recognition","- AI_04_011:The content shows that the student has read and recorded the medical student's notes. The good points are that it suggests that learning will be enhanced if the procedure and precautions for the drain are described in more detail. The points for improvement are that, although there are detailed descriptions of what needs to be improved, there are no detailed descriptions of what the learner should be praised for.","AI_04_011"
"supervisor","Abstract points for improvement","- SU_11_130:There are supportive comments. That's all. There are words asking for a report, but it's not clear what the person wants to be reported in addition.","SU_11_130"
"supervisor","Abstract description","- SU_09_085:Although it was not very long and not very specific, I think it was encouraging feedback.
- SU_09_092:It is supportive and provides feedback on the learner's own actions, but it doesn't seem to be very specific guidance.
- SU_09_096:The feedback is not specific enough, as it does not say what is ‘not a problem’.
- SU_10_101:・The presentation was said to be educational, but there was no mention of how or what was learned, and the student's good points were not directly conveyed. ・The next step, which is to develop the habit of thinking carefully about each example, is difficult to measure. However, focusing on one next step may be good in terms of prioritisation.
- SU_10_107:The feedback is limited to the content of the afternoon practical session on the final day. The feedback also lacks specificity (although it may have been given during the practical session, this cannot be ascertained from the text). It would be good if the same feedback could be given for other practical sessions.
- SU_10_113:The points raised are good, but it would be easier for the learner to understand if the feedback referred to more specific content.
- SU_11_126:It is a positive evaluation, but it is too general and does not point out the next task (for better or worse).","SU_09_085, SU_09_092, SU_09_096, SU_10_101, SU_10_107, SU_10_113, SU_11_126"
"supervisor","indication of limitations of teaching staff","- SU_11_121:You have not pointed out the mistake of ‘resuscitation termination’. Although you have mentioned the limitations and shortcomings of the instructor, and this is not content that will directly lead to the improvement of the learner's ability, I think that this is a description that will be well received by the learner. I think that this is a description that conveys ‘encouragement from senior doctors’.","SU_11_121"
"supervisor","Lack of expression of a welcoming attitude to questions as a supervisor","- SU_14_014:It is easy to ask questions during the practical training because it says what you should feel free to ask. There are no points for improvement.","SU_14_014"
"AI","advice encouraging interaction with the supervising doctor","- AI_10_107:In general, specific feedback is given. However, with regard to the techniques, it only proposes interaction with the supervisor, rather than the actual procedure of the technique itself.","AI_10_107"
"supervisor","Characteristics of the supervising doctor","- SU_15_032:The impression is that it is concise feedback. It is very interesting feedback that shows the personality of the supervising doctor.","SU_15_032"
"supervisor","lack of specificity in the suggestions","- SU_05_018:(Good points) The feedback is based on an awareness of the actual patient's condition and the experience that goes with it. (Points for improvement) The amount of description is small. The content of the suggestions is a little imprecise.","SU_05_018"
"supervisor","Only supportive content","- SU_07_060:There are no specific points for improvement. It is supportive, but there are no specific points to encourage growth.","SU_07_060"
"supervisor","Supportive tone","- SU_14_007:I felt that it was good that it was written in a positive way and did not try to forcefully derive points for improvement.","SU_14_007"
"supervisor","Supportive words","- SU_13_153:approves of the learner's experience. Uses supportive language to reinforce the current style of practical training. The improvement point is that there is no specific formative feedback on the learner's own issues.
- SU_20_104:The fact that it mentions that it is a difficult case and gives words of encouragement gives the impression that they are being looked after.","SU_13_153, SU_20_104"
"AI"," Supportive advice","- AI_09_096:The content of the feedback is positive, and specific, but it seems to focus on how to write the portfolio","AI_09_096"
"supervisor","Supportive tone","- SU_23_163:The feedback was mainly supportive. I felt that this kind of feedback would contribute to improving the student's motivation.","SU_23_163"
"supervisor","supportive tone","- SU_15_024:The impression is that the feedback is concise but polite. In addition to supplementing knowledge, it also specifically presents clues for further research. It also includes words of appreciation for the presentation at the seminar, so it is supportive feedback.
- SU_18_081:I think the supportive words you use with the students are wonderful. On the other hand, I felt that it would be better to also point out what needs to be improved in the students‘ descriptions.","SU_15_024, SU_18_081"
"supervisor","Supportive expressions","- SU_10_105:It is excellent in terms of supportive language. It would be even better if it included specific points of good practice and areas for improvement.","SU_10_105"
"AI","Supportive language","- AI_15_025:The impression is that the feedback is in line with the practical training record. The fact that the feedback is given in a supportive tone is good. It is interesting that the impression received is completely different, even though feedback 1 and feedback 2 mention almost the same points.","AI_15_025"
"supervisor","Supportive words","- SU_09_093:It is supportive and provides feedback based on specific actions. I think the student would be happy to receive this kind of feedback. If I were to make a point for improvement, it would be that not all of the content is provided in the feedback.","SU_09_093"
"supervisor","Lack of supportive language","- SU_22_136:There is not enough supportive language
- SU_22_138:There is no supportive language at all","SU_22_136, SU_22_138"
"AI","Too many points for improvement","- AI_04_002:I get the impression that he is trying to motivate students to “communicate” by separating the items into different categories. I feel that it would be more useful if he included more detailed examples of what students should learn. I feel that there are too many areas for improvement, and not enough praise for what students have learned and what they have written.
- AI_04_004:While praising the fact that they are writing records, there are many items for improvement in the records of medical students. A good point is that feedback is given for each item, so it is easy to understand. As for points that need to be improved, there were comments that what was learned was abstract, but I felt that there were also parts that were described in detail, and there seemed to be a gap between the medical students (those writing the records) and the evaluators.
- AI_04_005:The impression was that there were many points listed for improvement. As a good point, the fact that the areas for improvement were described in concrete terms. As points for improvement, there were specific examples given, but as a medical student, I felt that these were too high a hurdle.
- AI_04_006:At a glance, I felt that there was a lot of feedback. As a good point, the fact that the feedback was given in a way that encouraged the student. As points for improvement, I felt that the feedback was generally too abstract.","AI_04_002, AI_04_004, AI_04_005, AI_04_006"
"supervisor","Missing specific examples of improvement","- SU_04_007:It praised the fact that the practical training was fulfilling. As for good points, it praised the students for their proactive training. As for areas for improvement, I felt that there were no specific examples given.","SU_04_007"
"supervisor","Lack of specificity in suggestions for improvements","- SU_19_085:The instructions for what to do in future practical training are included, but they lack specificity. I think that if there were a presentation of general items to be collected in order to understand the patient's condition, as well as items specific to the disease, as a means of sharing knowledge or as a learning task, it would lead to learning for medical students.","SU_19_085"
"supervisor"," lack of presentation of improvement methods","- SU_16_039:The points made are suggestions for the student to work on that will lead to future improvement, but they feel a little abstract. The importance of learning high-level spinal cord diagnosis as a learning item, including clinical experience, is clearly shown. On the other hand, there is a lack of specific suggestions for what kind of learning should be done, so I would like more specific suggestions.","SU_16_039"
"supervisor","lack of specificity in suggestions for improvement","- SU_16_036:It contains important suggestions, but it seems a little abstract. It suggests that acquiring examination skills is very important in real clinical practice, so I think it is good that it is educational content. On the other hand, the suggestions for improvement are a little abstract, so it is a little unfriendly to students. I think it would be better if the feedback was more detailed.","SU_16_036"
"supervisor","Only pointing out areas for improvement","- SU_06_051:The things that were not done are evaluated, and suggestions for improvement are given, but there is no specific mention of the things that were done well.","SU_06_051"
"supervisor","Unclear points for improvement","- SU_05_034:Good points: It indicates the student's next task. Bad points: It is not clear which part is meant by ‘appropriate assessment’.","SU_05_034"
"AI","example of improvement","- AI_16_044:The impression is that the feedback is detailed. The fact that it is written in an easy-to-understand way, with specific examples, is good. I think it would be easier to read if the lines were broken up appropriately.","AI_16_044"
"supervisor","Lack of specificity in points for improvement","- SU_06_035:It encourages students to be motivated and proactive. There is no specific feedback.","SU_06_035"
"supervisor","Indication of areas for improvement","- SU_08_079:I think this is good feedback because it points out areas for improvement while also being supportive of the student.","SU_08_079"
"supervisor","lack of suggestions for improvement","- SU_16_037:I think the content is educational, as it includes important medical points, but the amount of points is insufficient, and the way the text is written feels a little unfriendly. It is educational in that it points out misunderstandings of medical knowledge, but the points are limited to medical content, and I would like the points to lead to improvements in future approaches for students.
- SU_16_046:The description shows that the student was actively engaged in the practical training. It is good that the positive points shown by the student during the practical training are pointed out, but it is a pity that there are no points that lead to improvements in the student's work.
- SU_18_078:I think it would be good to point out areas for improvement in the student's writing.
- SU_19_086:It is good that it mentions the content that the students experienced and the issues they achieved during the practical training. However, I think that there are few comments on the content that the students mentioned as issues for the future.","SU_16_037, SU_16_046, SU_18_078, SU_19_086"
"supervisor","pointing out areas for improvement Missing","- SU_04_002:The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.
- SU_04_003:It felt like feedback from a doctor who was examining the patient together. The good points were that it covered the transition from the acute phase to the chronic phase, and it also described what kind of learning would be desirable next, based on how the transition would progress in the future. The points that needed to be improved were that there was no feedback on the ‘gas exchange’ and ‘blood sampling in newborns’ that had been learned, although there was a description of them.
- SU_04_013:There was feedback not only on the content of the written report, but also on the content of the presentation during the practical training, and it was clear that the attitude of the student during the practical training was being observed. As a positive point, it was noted that the content of the presentation was well-summarised regarding the risk classification of paediatric leukaemia. As a point for improvement, it was noted that there was no mention of what other areas of learning would be useful for the next stage of learning.
- SU_08_081:The feedback also mentions the medical student's career path and future, so I think it shows that the supervising doctor is communicating well with the medical student. I think it would be better if you could also point out one improvement point.
- SU_08_082:The good points about the medical student are shown to a certain extent in concrete terms, which is good, but I think the feedback would be even better if you could also point out one improvement point in concrete terms.
- SU_10_112:The supportive comments are good, but there is no specific feedback on the practical training. At least one of the learning objectives should be mentioned.
- SU_11_124:It conveys that the instructor has given a positive evaluation of the practical training as a whole, but I think that's all it says. There is no mention of specific issues or points of achievement.
- SU_11_126:It is a positive evaluation, but it is too general and does not point out the next task (for better or worse).
- SU_12_138:I think it would be better if the lack of daily records was noted. Other than that, I didn't notice anything in particular.
- SU_12_139:I think it's great that the student's efforts are being recognised. I think it would be better if there were more specific instructions.
- SU_13_149:Good points: The tone is mild. It mentions the item on the description of arterial puncture, which I feel is the most emotional description from the trainee's side, and motivates them to gain experience in the clinical setting. Bad points: The overall impression is negative, and it does not mention any feedback on the trainee's learning of the disease and pathology.
- SU_15_033:It is extremely concise feedback. As there is no specific reference to the practice record or the content of the practice, it would be better if some form of feedback was given.
- SU_16_035:The content is vague, so it lacks concreteness. I think it is good that it evaluates the students' positive attitude towards the practical training. On the other hand, I think it would be better if there were more specific suggestions for improvement and advice on how to improve.","SU_04_002, SU_04_003, SU_04_013, SU_08_081, SU_08_082, SU_10_112, SU_11_124, SU_11_126, SU_12_138, SU_12_139, SU_13_149, SU_15_033, SU_16_035"
"supervisor","lack of points for improvement","- SU_13_159:The impression is that the trainee's practical training is observed and evaluated. It is good that the trainee's situation is taken into account, and that approval is given for the practical training record and slide making. The fact that there is no mention of specific points for improvement in the learning record is an area for improvement.
- SU_13_163:Humane comments that give the impression that the tutor was experiencing the training together with the learner. Good points: There is a supportive message, and it is supportive. Improvement points: There is no specific feedback on either the training or the record.
- SU_14_001:The fact that it is detailed and thorough every day is encouraging. On the other hand, the sentences are short and there is no mention of my own areas for improvement, so I'm not really sure what I need to improve to do better.
- SU_14_002:I think it's good that it accurately addresses future issues. One point for improvement is that the amount of text is small, so it's not really feedback.
- SU_14_003:The feedback is based on actual interactions on the ward, so it's easy to get a real sense of it. The content that the doctor in charge wants you to learn is clear. One point for improvement is that there is no indication of what you need to improve here.
- SU_14_004:The feedback is specific and gives details about the content of the illness seen in the hospital, so it is easy to understand what you need to be careful about. As there are no points for improvement, it is difficult to know where to make improvements.
- SU_14_014:It is easy to ask questions during the practical training because it says what you should feel free to ask. There are no points for improvement.
- SU_14_017:It also mentions the student's behaviour during the practical training and praises them, but as feedback it is insufficient as it does not indicate areas for improvement.
- SU_15_021:The impression is that the feedback is very general. Although the student is thanked for the practical training and comments are made, there is little specific reference to the content of the practical training or the record, and it cannot be said that this is feedback that can be used for future practical training or records.
- SU_15_022:Apart from whether it is appropriate as feedback, the impression is that the message is filled with the instructor's thoughts for the student. The message is one that conveys passion, but there is almost no indication of evaluation criteria or points for improvement, and it is felt that this should be improved as feedback on the practical training record.
- SU_15_023:The impression is that positive feedback is emphasised. I think it is good that the emphasis is on positive words of encouragement. It would be even better if there was feedback that could be used in future practical training.
- SU_15_030:It is concise feedback. The fact that it encourages the student to ask questions during the practical training is thought to be good as a motivational tool, but there is no feedback on the lack of a practical training record, so it would be good if there was also some mention of the lack of a record.
- SU_16_047:It is clear that the content of the description is being evaluated. While the evaluation points are clear and easy to understand, it is a shame that no points for improvement are being pointed out.
- SU_16_048:It seems that only one evaluation point is being written. While it is good that the evaluation is easy to understand, there is too little information to lead to improvement.
- SU_21_122:It gave the impression of being more of a directive on the content of the specified learning, rather than feedback to the students. One point for improvement would be that there was no feedback on the students’ records, the content of the practical training, or their attitude.
- SU_21_123:There was no specific evaluation or feedback for the students. It was more like a comment to the students.
- SU_21_126:There was no specific evaluation of the student. There was a lack of advice and suggestions for how the student could improve their learning in the future.
- SU_21_131:No evaluation was given at all. No feedback was given to the students on areas for improvement, etc.
- SU_22_133:I don't know what to improve
- SU_22_139:There are no suggestions
- SU_22_142:It is easy to understand
- SU_22_143:There is no important feedback, such as points for improvement in the learning content.
- SU_22_146:There are no points for improvement indicated.","SU_13_159, SU_13_163, SU_14_001, SU_14_002, SU_14_003, SU_14_004, SU_14_014, SU_14_017, SU_15_021, SU_15_022, SU_15_023, SU_15_030, SU_16_047, SU_16_048, SU_21_122, SU_21_123, SU_21_126, SU_21_131, SU_22_133, SU_22_139, SU_22_142, SU_22_143, SU_22_146"
"AI","Too many points for improvement","- AI_04_014:The impression is that there are many areas for improvement. The good points are that the importance of anatomy and the fact that reviewing procedures when learning techniques is linked to learning are described. The areas for improvement are that, although there are instructions to look further into what has been learned, there is no feedback on whether the current entries are correct.
- AI_04_015:The impression is that there are many points for improvement. The good points are that specific examples are given and the content is linked to the next stage of learning. The point for improvement is that there was no comment on nephrotic syndrome, which was listed as something that had been learned.
- AI_07_052:There is a little positive feedback at the beginning, but the corrective feedback is too detailed, and it ends up blurring the positive feedback. If you are going to write something so specific and corrective, I think it would be better to give specific examples of what is good.
- AI_07_057:It is accurate, specific and actionable feedback. However, there is too little positive feedback, so it may be too harsh for the student and reduce their motivation to learn.
- AI_08_069:The advice is clear and detailed, so it is easy to understand. However, because there is so much feedback, the focus is blurred and it is difficult to understand the priorities, and there is a risk that the medical students will lose motivation. I think it would be better to narrow it down to three points for improvement to be pointed out in one feedback.
- AI_08_071:I felt that the feedback was all negative and might discourage medical students. I think it would be good to mix in some positive feedback too.
- AI_20_104:I feel that the description of the good points is too abstract. Although the fact that there is a gap in time and the fact that there are omissions in the record are not the same thing, it feels like one-sided feedback, such as pointing out that there are omissions in the record or suggesting that some of the abstract writing should be corrected.
- AI_23_156:I think it's a very good teaching method to first give praise and then describe areas for improvement. However, there are two points for improvement for every point of praise, so the person reading it might lose interest a little.
- AI_23_161:I felt that the list of pointed comments was lacking in supportive words for the student.","AI_04_014, AI_04_015, AI_07_052, AI_07_057, AI_08_069, AI_08_071, AI_20_104, AI_23_156, AI_23_161"
"supervisor","Too many points for improvement","- SU_07_058:This is specific feedback that is substantial in content. However, I think that the student would also like feedback that reinforces the points they have done well. Also, there are many items, there is no priority, and it seems a little harsh.","SU_07_058"
"supervisor","Suggestions for improvement","- SU_12_144:I think it is good that the student is given specific instructions in a casual way so as not to discourage them.","SU_12_144"
"supervisor","lack of suggestions for improvement","- SU_04_011:The impression is that the medical students' records are not being touched upon. The good point is that it mentions participation in practical training. The point for improvement is that it does not mention anything about what they have learnt or what they are working on, so it is not really feedback.","SU_04_011"
"supervisor","Lack of suggestions for improvement","- SU_19_095:It seems to me that the feedback is mainly about the student's behaviour during the practical training, and there is not much feedback on the records. As the content that the student achieved during the practical training is written in detail, I think it would be better if there were further issues presented.","SU_19_095"
"supervisor","presentation of points for improvement Missing","- SU_09_090:Good luck with the practical training! is a supportive comment, but I don't think it's feedback","SU_09_090"
"supervisor","lack of suggestions for improvement","- SU_19_099:There is an evaluation of the attitude of students during self-study, but there is no reference to the records. There is no mention of areas for improvement or issues, and I don't think the students' contribution to their own learning is high.
- SU_19_100:I think that advice is given in line with the content of what the students have learned and what they need to work on in the future, but there is no written evaluation of the students, and I think it makes it difficult for the students to identify areas for improvement.","SU_19_099, SU_19_100"
"supervisor","Lack of detail in the points for improvement","- SU_16_040:The impression is that the feedback is brief. The practice of the technique is also shown briefly for future practice, so it is easy to understand. On the other hand, there are not many items in the feedback, so I would like more detailed feedback.","SU_16_040"
"supervisor"," lack of points for improvement","- SU_06_046:The good points that were actually observed are evaluated. No suggestions for improvement are given.
- SU_06_047:The description is evaluated, but no specific suggestions for improvement are given.
- SU_06_048:No specific situation is evaluated, and no suggestions for improvement are given.
- SU_06_050:It is a personal message with no specific suggestions for improvement.
- SU_07_052:As there is no mention of specific points for improvement, this is not feedback that encourages the other person to change.
- SU_07_053:This is not feedback. However, it does serve as a comment to reinforce the importance of what the student has learned.
- SU_07_056:There is positive feedback, but none that is constructive. Please keep up the good work. This motivates the student, but it does not lead to improvement.
- SU_07_059:It is supportive, but not constructive.
- SU_07_060:There are no specific points for improvement. It is supportive, but there are no specific points to encourage growth.
- SU_07_061:On the contrary, I think it is good feedback that helps students to deepen their learning by providing detailed feedback on their descriptions. However, in light of the assessment criteria, I think it should point out that there are few records for other days, but it does not do so.
- SU_07_062:This is feedback that lacks concreteness. It may give an impression of the overall practical training, but it does not provide specific points for improvement.
- SU_07_063:This is feedback that lacks concreteness and is unable to encourage specific growth.
- SU_07_067:There is no specific, constructive feedback, and while you can strengthen what you can do, there is no indication of the points that you need to be able to do what you can't.
- SU_08_069:There are hardly any records written by the medical students themselves, so it is impossible to assess them. I suspect that the feedback was written by the supervising doctors who were observing the students, so I think they probably didn't focus on giving verbal feedback. I think it would have been good to encourage the medical students to keep a record of their learning every day, or at least to write down the content and results of their learning in detail, so that they could look back on it later.
- SU_08_072:I think it would be good to point out even just one point for improvement for the medical student.
- SU_08_073:I think it is good feedback that emphasises the importance of the student's initiative and a supportive attitude, but I think it would be good to also point out one specific goal or point for improvement.
- SU_08_077:It is difficult to evaluate this because there are almost no records of the medical student, but I suspect that this is probably feedback from the supervising doctor who was watching the student during the practical training. I think that it would be easier to reflect on the feedback and make it better if it included even just a few specific words about the feedback given verbally.","SU_06_046, SU_06_047, SU_06_048, SU_06_050, SU_07_052, SU_07_053, SU_07_056, SU_07_059, SU_07_060, SU_07_061, SU_07_062, SU_07_063, SU_07_067, SU_08_069, SU_08_072, SU_08_073, SU_08_077"
"AI","Long sentences with no line breaks","- AI_23_163:I felt that it would be easier to read if the lines were broken appropriately.","AI_23_163"
"supervisor","Passion as an educator","- SU_15_022:Apart from whether it is appropriate as feedback, the impression is that the message is filled with the instructor's thoughts for the student. The message is one that conveys passion, but there is almost no indication of evaluation criteria or points for improvement, and it is felt that this should be improved as feedback on the practical training record.","SU_15_022"
"AI","Suggesting specific goals using numerical values","- AI_23_149:Expressions such as “Great job!” and “I will provide feedback.” are English-Japanese translation-like expressions, and I felt that they were unnatural as Japanese. Also, “Read five papers related to hyponatremia” is a very interesting suggestion, as it is like a lab duty in the sciences, such as “read 100 papers a week.”","AI_23_149"
"AI","Large amount of text","- AI_05_031:Good points: Specific and with a lot of text. Points for improvement: The only advice given is “It would be good to write in more detail”.
- AI_09_086:It is very specific and detailed. It is written in the classic P-N-P format. However, it is basically feedback on how to write a log, and I don't think it necessarily leads to changes in the student's behavior.
- AI_09_087:Although the feedback is written in a large amount and in accordance with the criteria, it is feedback on how to write a log.
- AI_12_141:I think the expression “summarized concisely” is a bit of a stretch. However, I think the specific instructions and comments are specific and appropriate.","AI_05_031, AI_09_086, AI_09_087, AI_12_141"
"AI","clear, easy-to-understand advice","- AI_17_053:It is a feasible and easy-to-understand answer.","AI_17_053"
"AI","Clear content","- AI_17_056:The content is easy to understand.
- AI_17_057:It is easy to understand.","AI_17_056, AI_17_057"
"AI","Clear advice","- AI_16_038:The feedback is clear and easy to understand. I can appreciate the fact that the problems with the record and the specific measures for improvement are clearly indicated. On the other hand, the fact that only the first day of the record is indicated, but the expression “from the first day” is used, makes the expression seem a little unnatural. I feel that this point could be improved.
- AI_22_133:The advice is clear and easy to understand","AI_16_038, AI_22_133"
"AI","advice only on what is clearly stated","- AI_16_046:Although it is a little mechanical, I get the impression that the content points out things that will lead to improvements in the students' records. I think it is good that it gives specific examples and shows improvement plans. The expressions are a little mechanical, and it is all about how to write things, so I think it would be better if it included content that points out issues that the students are not aware of.","AI_16_046"
"supervisor","time constraints","- SU_23_149:I think this feedback was given because the person giving it remembered ‘I taught this student how to take arterial blood samples’. As we can see similar feedback in Index number 153, I suspect that the person giving the feedback took the time to compile it.
- SU_23_151:I felt that for a surgeon who is extremely busy, it may be difficult to have the determination to take the time to give feedback on a simple record.
- SU_23_153:The feedback was almost the same as Index number 149.","SU_23_149, SU_23_151, SU_23_153"
"supervisor","Descriptions based on tacit understanding","- SU_18_070:I felt that the feedback was based on a relationship of trust between the student and the teacher.
- SU_18_071:I thought that the feedback was specific and useful, and that it was based on real clinical practice. I felt that there was an unspoken agreement behind the exchange, such that even if the student didn't write about what they had learned in such a specific way, the teacher would understand to a certain extent, so there was no problem.
- SU_18_072:The exchange is based on a relationship between the student and the teacher, and at first glance it doesn't seem like a conversation.","SU_18_070, SU_18_071, SU_18_072"
"supervisor","Inhibition of learning due to the expression of implicit assumptions","- SU_10_102:The phrase ‘one more push’ suggests that the practical training is seen as a painful or negative experience, and it also undermines the value of the instructor as someone who provides a place for learning.","SU_10_102"
"supervisor","Minimum description","- SU_13_151:Basically, it is just a one-word impression to get the paperwork done. It is difficult to say that the trainee also worked on the report seriously, and it feels like the supervising doctor also ended up with passive feedback. I think it would be more formative if the points of the report, such as feedback1, were shown separately.","SU_13_151"
"AI","Structured advice","- AI_23_162:The content was easy to understand because it was divided into three sections and each section had a title.","AI_23_162"
"supervisor","introduction of an authority gradient","- SU_10_108:I felt that it would be beneficial to encourage learners to learn how to match up their own examination findings with the findings of the examination. The contrast between the learners' findings and the instructor's findings is also thought to have been made in the same context, but it seems to show the superiority and infallibility of the instructor, and I think that this is feedback that makes learners feel an authority gradient.","SU_10_108"
"AI","Mechanical tone","- AI_16_042:It is good that the feedback is detailed and specific. It is good that specific examples are given to make the feedback easy to understand. On the other hand, it would be better if the slightly mechanical expressions could be improved to make them more natural.
- AI_17_054:We will provide some specific feedback below. The sentence “I think it would be good to do ~ in order to ~” is very chatGPT-like.","AI_16_042, AI_17_054"
