"ID","Provider","Text","Code"
"AI_319","AI","I felt that the feedback was somewhat verbose and required detailed descriptions. Of course, if you read it carefully, you will understand, but I think that students would be happier with feedback that they can understand the main points of at a glance.","Redundant expressions"
"AI_320","AI","I think it's a very good teaching method to first give praise and then describe areas for improvement. However, there are two points for improvement for every point of praise, so the person reading it might lose interest a little.","Too many points for improvement"
"AI_321","AI","I thought it was amazing that the AI would write “It would be good to be more specific about how to increase nutrition, such as by adding milk”. It felt like something a detailed pediatrician teaching doctor might say.","Assistance with making the experience record more concrete"
"AI_322","AI","I don't know if there is a need for medical students to record the specific procedures for surgery.","Advice that is not suited to the situation"
"AI_323","AI","I wonder if it would be meaningful for the student to be given detailed feedback on the content of the slides they are creating... (Even after a year, the student will remember the content of the slides they created in that department, and even if they do remember it, it is questionable whether it would be beneficial.)","Advice that is not suited to the situation"
"AI_324","AI","I think it is inevitable that the record will have few entries. However, I wonder whether the student would want to take on board this long-winded feedback, which is generally lacking in praise, and change their approach.","Excessive points for improvement for content that is not well described"
"AI_325","AI","I felt that the list of pointed comments was lacking in supportive words for the student.","Excessive points for improvement"
"AI_326","AI","The content was easy to understand because it was divided into three sections and each section had a title.","Structured advice"
"AI_327","AI","I felt that it would be easier to read if the lines were broken appropriately.","Long sentences with no line breaks"
"AI_328","AI","Overall, I thought it was very useful because it promoted concretization. In addition, it praised the fact that they were keeping a record every day.","Points for improvement/promoting the concretization of records"
"SU_001","supervisor","I felt the feedback was too short. The good points are that it mentions the content of the description, so you can tell that it has been read and written. The points that need to be improved are that it does not mention all the content of the description, and the feedback feels insufficient.","Short description/neglect of content"
"SU_002","supervisor","The feedback seems very short. The good points are that it reads the content of the medical student's description. The points that need to be improved are that the only content is ‘I will teach you in the future’, and I feel that it is not content that will improve the learning motivation of the medical student who wrote the description.","Short description/neglect of content/pointing out areas for improvement Missing"
"SU_003","supervisor","It felt like feedback from a doctor who was examining the patient together. The good points were that it covered the transition from the acute phase to the chronic phase, and it also described what kind of learning would be desirable next, based on how the transition would progress in the future. The points that needed to be improved were that there was no feedback on the ‘gas exchange’ and ‘blood sampling in newborns’ that had been learned, although there was a description of them.","Record based on sharing experiences/advice based on clinical situation/pointing out areas for improvement Missing"
"SU_004","supervisor","It was concise and easy to understand. The good points were that the feedback answered the questions that the medical students had raised as issues for the future, and that it showed support for learning by mentioning that learning anatomy would be useful for observing surgery in the future. There were no points that needed to be improved.","Answering medical questions/showing support for learning"
"SU_005","supervisor","It was clear that the content was based on the evaluation criteria and that the medical students' own attitude towards the practical training was also being observed, not just the record. One good point was that it mentioned the need for independent study in response to the issues that the medical students had raised as issues for the future. As for areas for improvement, I felt that the feedback was lacking in specificity for the medical students' future studies.","Description based on observations in practical training/lack of specificity"
"SU_006","supervisor","I feel that it was kind feedback. As for good points, it praised the students and suggested where they should study next. There are no areas for improvement.","Specific advice based on medical knowledge"
"SU_007","supervisor","It praised the fact that the practical training was fulfilling. As for good points, it praised the students for their proactive training. As for areas for improvement, I felt that there were no specific examples given.","Missing specific examples of improvement"
"SU_008","supervisor","The content conveys the feeling of working together with medical students. The good points are the same as above. There are no points for improvement.","Feedback that appeals to emotions/feedback based on shared experiences"
"SU_009","supervisor","The fact that the medical students were participating in the training is praised, even though there is little mention of them. The good points are that the medical students are praised. There are no points for improvement.","Description based on behaviour in practical training"
"SU_010","supervisor","The feedback is short in relation to the medical students‘ entries. The good points are that the medical students’ independence is being developed. The points for improvement are that I think the motivation would increase if feedback was given on what they had learnt and what their future challenges are.","Neglect of content/short description"
"SU_011","supervisor","The impression is that the medical students' records are not being touched upon. The good point is that it mentions participation in practical training. The point for improvement is that it does not mention anything about what they have learnt or what they are working on, so it is not really feedback.","Neglect of content/evaluation based on observations during the practical training/lack of suggestions for improvement"
"SU_012","supervisor","The impression is that it is commenting on the part where they have written about future issues. The good point is that it replies to the content that the medical students have written about as future issues and what they have learnt, and also replies about how they can learn more and about setting up future opportunities. There are no points for improvement.","Assurance of reflection in practical training"
"SU_013","supervisor","There was feedback not only on the content of the written report, but also on the content of the presentation during the practical training, and it was clear that the attitude of the student during the practical training was being observed. As a positive point, it was noted that the content of the presentation was well-summarised regarding the risk classification of paediatric leukaemia. As a point for improvement, it was noted that there was no mention of what other areas of learning would be useful for the next stage of learning.","Description based on observations during the practical training/description of specific good points based on medical knowledge/lack of suggestions for improvement"
"SU_014","supervisor","There was no written comment on the content of the written report by the medical student. As a positive point, it was noted that the content of the written report was being read. As a point for improvement, it was noted that there was no feedback on the content of the written report.","Neglect of content"
"SU_015","supervisor","The content shows that the students are being supported in their learning and practical training. The good points are that the content not only refers to what was written, but also mentions the students‘ attitude during the practical training and the content of their presentations. The improvement point is that there was no comment on the nephrotic syndrome, which was written about as something that had been learned.","Description based on observations during the practical training/neglect of content"
"SU_016","supervisor","The content shows that the students’ written content was read and commented on. The good points are that the content written about was not only corrected where the learners had made mistakes, but also included details that would lead to further learning. There are no improvement points.","Pointing out errors related to medical knowledge/encouragement to learn more"
"SU_017","supervisor","The impression is that it not only covers the content of the description, but also the student's attitude during the practical training. The good points are that it describes what was good about the process from preparing for the case presentation to the actual presentation, and I felt that it was content that would increase the student's motivation for further study. There are no particular points for improvement.","Description touching on attitude during practical training"
"SU_018","supervisor","(Good points) The feedback is based on an awareness of the actual patient's condition and the experience that goes with it. (Points for improvement) The amount of description is small. The content of the suggestions is a little imprecise.","Descriptions that are conscious of the experience gained during the practical training/short descriptions/lack of specificity in the suggestions"
"SU_019","supervisor","(Good points) It is clear that the comments are based on the actual experience of the student, not just on the content of the student's description. It is supportive content for the student. (Bad points) The comments and advice are about the student's training itself, and there is little mention of the content of the record. However, I think this is unavoidable, as it is thought that this feedback from the supervising doctor is more about the training itself than about the content of the record. In fact, it is more important to give feedback on the training itself than on the content of the record.","Descriptions based on the experience gained during the practical training/neglect of the content of the description"
"SU_020","supervisor","The supportive aspects are good, but it's just too short. However, if the supervising doctor and student are communicating well on the spot, then this is not a problem.","Descriptions that are too short"
"SU_021","supervisor","The student has written a long piece of text, but the feedback is brief, and I think the student may be worried that the supervising doctor hasn't read it even though they wrote it so carefully and at such length. On the other hand, it is a good point that it mentions learning in conjunction with matters that are of great interest to students, such as the national exam.","Descriptions that are in line with the student's interests/descriptions that are too short"
"SU_022","supervisor","Rather than feedback on the student's notes or practical training content, the content is more focused on recruiting students to the department. On the other hand, from the student's point of view, there is a good chance that the content will be more memorable than the usual feedback. If we consider that the role of the supervising doctor is not only to encourage learning, but also to provide role models and information on detailed career paths, then this feedback may have an important message.","Descriptions that are conscious of recruitment"
"SU_023","supervisor","The content gives students a sense of security, as it tells them about the schedule for future practical training in the form of ‘follow-up with a mini-lecture’.","Expressions of intent to reflect on the practical training/interaction with the practical training"
"SU_024","supervisor","The message is clear about what the student should learn next. It contains a lot of specific support content.","Specific presentation of the content to be studied"
"SU_025","supervisor","It seems to be a coincidence, but both pieces of feedback this time asked for almost the same points (the specific content of the description about BLS). Because it is a particular hospital, and we have not been able to share direct experience, commenting based only on the student's record may not be that different between humans and AI. Although the comments are based on the evaluation criteria, the student may feel that they are lacking in flavour.","Similar to AI due to a lack of direct experience sharing"
"SU_026","supervisor","Although it is a short comment, it does mention the good points.","Short descriptions/descriptions of good points"
"SU_027","supervisor","Good points: The feedback focuses on the student's future learning content. Bad points: There are no comments on the student's previous experience or records.","Presentation of future learning behaviour"
"SU_028","supervisor","Although it is a supportive comment, it is not very substantial.","Lack of elements as feedback"
"SU_029","supervisor","Good points: It indicates areas for improvement to some extent. Bad points: I think there are not many comments on the student's experience.","Lack of description of experience/description based only on what is written"
"SU_030","supervisor","This is partly because the student's record content is limited to listing the names of surgeries and lacks specificity, but it does not seem that the comments are based on the content of the record. It is short.","Disregard for what is written/lack of comments on what is written"
"SU_031","supervisor","Good points: The fact that the medical record is evaluated and that communication with residents and others is evaluated is clearly conveyed. Points for improvement: It is too short.","Evaluation based on behaviour in practical training/description too short"
"SU_032","supervisor","Although it is short, it does include both good points and points for improvement. It is a comment on the feedback itself, and there is not much comment on the content of the student's experience.","Description based only on what is written"
"SU_033","supervisor","The student's record is also simple, so it is not possible to know the results, but it is too short.","Description too short"
"SU_034","supervisor","Good points: It indicates the student's next task. Bad points: It is not clear which part is meant by ‘appropriate assessment’.","Unclear points for improvement"
"SU_035","supervisor","It encourages students to be motivated and proactive. There is no specific feedback.","Lack of specificity in points for improvement"
"SU_036","supervisor","It provides information that will be needed in the future. However, it does not provide technical feedback.","Clear points for observation in practical training"
"SU_037","supervisor","It points out errors in writing and correctly teaches medical knowledge. It does not provide specific suggestions for improvement.","Pointing out medical errors/lack of specific points for improvement"
"SU_038","supervisor","It is clear that it will be implemented, but there are no suggestions for how to improve it.","Lack of specific points for improvement"
"SU_039","supervisor","It conveys what can be learned in neurology and how it will be useful in the future. There is no feedback on what was done in particular.","Presentation of future learning policy"
"SU_040","supervisor","The learner's behaviour is evaluated.","Description based on experience in practical training"
"SU_041","supervisor","Feedback is given on the content of the practical work other than what is written.","Descriptions based on observations made during practical training"
"SU_042","supervisor","As the learner has written a lot about anatomical structures, the feedback encourages them to learn while empathising with the complexity of the structures. However, there is no specific feedback, and it is too brief.","Empathy towards the learner"
"SU_043","supervisor","The practical work is summarised from a bird's eye view, and the evaluator's interest is conveyed while encouraging the learner to verbalise.","Encouraging the learner to verbalise their experiences"
"SU_044","supervisor","Advice is given to encourage active participation. There is no evaluation at all of what was done.","Presentation of learning policy/ lack of description of the content implemented"
"SU_045","supervisor","The name is written, so you know who gave the feedback. No specific suggestions for improvement are given.","Descriptions linked to people/ lack of specific points for improvement"
"SU_046","supervisor","The good points that were actually observed are evaluated. No suggestions for improvement are given.","Descriptions based on observations made during practical training/ lack of points for improvement"
"SU_047","supervisor","The description is evaluated, but no specific suggestions for improvement are given.","Descriptions based only on the content described/ lack of points for improvement"
"SU_048","supervisor","No specific situation is evaluated, and no suggestions for improvement are given.","Descriptions based only on the content described/ lack of points for improvement"
"SU_049","supervisor","This is not feedback on the record, but a message about the practical training.","Disregard for the content described"
"SU_050","supervisor","It is a personal message with no specific suggestions for improvement.","Lack of points for improvement"
"SU_051","supervisor","The things that were not done are evaluated, and suggestions for improvement are given, but there is no specific mention of the things that were done well.","Lack of pointing out what is good/Only pointing out areas for improvement"
"SU_052","supervisor","As there is no mention of specific points for improvement, this is not feedback that encourages the other person to change.","Lack of pointing out areas for improvement"
"SU_053","supervisor","This is not feedback. However, it does serve as a comment to reinforce the importance of what the student has learned.","Lack of pointing out areas for improvement"
"SU_054","supervisor","This is not feedback. There is no positive feedback at all, and even as constructive feedback, it is not specific, such as ‘ask various questions’.","Unclear description"
"SU_055","supervisor","This is not feedback. Even if the student reads this, they will not change for the better or for the worse.","Insufficient description"
"SU_056","supervisor","There is positive feedback, but none that is constructive. Please keep up the good work. This motivates the student, but it does not lead to improvement.","Lack of pointing out areas for improvement"
"SU_057","supervisor","This is not feedback, but the evaluator's response and thoughts.","Insufficient description"
"SU_058","supervisor","This is specific feedback that is substantial in content. However, I think that the student would also like feedback that reinforces the points they have done well. Also, there are many items, there is no priority, and it seems a little harsh.","Too many points for improvement"
"SU_059","supervisor","It is supportive, but not constructive.","Lack of pointing out areas for improvement"
"SU_060","supervisor","There are no specific points for improvement. It is supportive, but there are no specific points to encourage growth.","Only supportive content/Lack of pointing out areas for improvement"
"SU_061","supervisor","On the contrary, I think it is good feedback that helps students to deepen their learning by providing detailed feedback on their descriptions. However, in light of the assessment criteria, I think it should point out that there are few records for other days, but it does not do so.","Deepening the description medically/Lack of pointing out areas for improvement"
"SU_062","supervisor","This is feedback that lacks concreteness. It may give an impression of the overall practical training, but it does not provide specific points for improvement.","Lack of pointing out areas for improvement"
"SU_063","supervisor","This is feedback that lacks concreteness and is unable to encourage specific growth.","Lack of pointing out areas for improvement"
"SU_064","supervisor","The points that are being raised are detailed and specific, but I think that feedback that covers the whole is necessary.","Detailed description of the content of the practical training/neglect of the content of the description"
"SU_065","supervisor","The good points of the student are mentioned, but the good points of the record are not mentioned. However, this is something that cannot be judged from the record (so it is clear who it is), so it is very good as feedback, but it is difficult to evaluate as feedback purely from the record.","Evaluation based on observations during the practical training/difficulty in applying to the evaluation criteria"
"SU_066","supervisor","It is thought that this is not feedback taken out of the record, so it is impossible to evaluate. Therefore, I have given it all a score of 1.",
"SU_067","supervisor","There is no specific, constructive feedback, and while you can strengthen what you can do, there is no indication of the points that you need to be able to do what you can't.","Lack of presentation of points for improvement"
"SU_068","supervisor","I can understand what the assessor is trying to say, but this is not a comprehensive record feedback.","Neglect of the content of the description"
"SU_069","supervisor","There are hardly any records written by the medical students themselves, so it is impossible to assess them. I suspect that the feedback was written by the supervising doctors who were observing the students, so I think they probably didn't focus on giving verbal feedback. I think it would have been good to encourage the medical students to keep a record of their learning every day, or at least to write down the content and results of their learning in detail, so that they could look back on it later.","Lack of pointing out of shortcomings/lack of presentation of points for improvement"
"SU_070","supervisor","I think it would be good to indicate the best points and one point for improvement.","Lack of pointing out of good points and points for improvement"
"SU_071","supervisor","I think the feedback is very good because the points for improvement are specific and not too many.","Pointing out specific points for improvement"
"SU_072","supervisor","I think it would be good to point out even just one point for improvement for the medical student.","Lack of presentation of points for improvement"
"SU_073","supervisor","I think it is good feedback that emphasises the importance of the student's initiative and a supportive attitude, but I think it would be good to also point out one specific goal or point for improvement.","Expression of a supportive attitude/lack of presentation of points for improvement"
"SU_074","supervisor","I think it would be good to point out one good point and one point for improvement for the medical student.","Pointing out specific points for improvement"
"SU_075","supervisor","I think this is good feedback, as it gives specific advice on the items that the medical student should focus on learning, based on the medical student's record.","Medical advice based on the record"
"SU_076","supervisor","I think it is very good that the expert answers the questions the medical student has learned, but I think it would be even better if the medical student was given one specific point to improve on.","Advice from the perspective of an expert"
"SU_077","supervisor","It is difficult to evaluate this because there are almost no records of the medical student, but I suspect that this is probably feedback from the supervising doctor who was watching the student during the practical training. I think that it would be easier to reflect on the feedback and make it better if it included even just a few specific words about the feedback given verbally.","Lack of indication of areas for improvement"
"SU_078","supervisor","I think it would be better if the supervising doctor included even just one point about the medical student's areas of improvement or suggestions for improvement.","Lack of indication of good points and areas for improvement"
"SU_079","supervisor","I think this is good feedback because it points out areas for improvement while also being supportive of the student.","Indication of areas for improvement"
"SU_080","supervisor","The advice is concise and easy to take on board. I think it would be better if you could also mention one good point about the medical student.","Lack of indication of good points/advice that is easy to put into practice"
"SU_081","supervisor","The feedback also mentions the medical student's career path and future, so I think it shows that the supervising doctor is communicating well with the medical student. I think it would be better if you could also point out one improvement point.","Description based on communication during the practical training/Lack of indication of areas for improvement"
"SU_082","supervisor","The good points about the medical student are shown to a certain extent in concrete terms, which is good, but I think the feedback would be even better if you could also point out one improvement point in concrete terms.","Indication of good points/Lack of indication of areas for improvement"
"SU_083","supervisor","It felt like the feedback of a supervising doctor who places importance on verbal feedback in the workplace. I think it would be better if the good points and areas for improvement were listed specifically, even if only one at a time, so that the medical student can easily look back on them later.","Lack of indication of good points and areas for improvement"
"SU_084","supervisor","The feedback touched on the characteristics of the medical student and praised them, so I felt it was the feedback of a supervising doctor who had observed the student closely. I think the advice was also specific and good.","Description based on observations during the practical training/Specific advice"
"SU_085","supervisor","Although it was not very long and not very specific, I think it was encouraging feedback.","Short description/Abstract description/Motivational description"
"SU_086","supervisor","Although the amount is not large and it is a little abstract, it describes the actual content of the practical training that is not written in the log, and I think it is feedback that makes the student feel ‘they are watching me properly’ and is therefore very encouraging.","Description based on the content of the practical training"
"SU_087","supervisor","The point of the feedback being about how to write the log is the same as feedback1, but the point of trying to cultivate metacognition makes it easier to understand ‘why you should write concretely’ (however, I think the word ‘metacognition’ is difficult for students).","Presentation of the significance of the description"
"SU_088","supervisor","The feedback is tailored to the student's experience and based on actual cases. It's not feedback that is tailored to a standard, but it feels like ‘living’ feedback that is likely to bring about behavioural change.","Descriptions that match the experience of the practical training/non-conformance with standards"
"SU_089","supervisor","Although the feedback is about the criteria for how to write the log, the word ‘in practice’ is used, which I think makes it feel more realistic. Also, the word ‘final week’ makes you think about the overall summary of the whole thing","Presentation of the significance of the description"
"SU_090","supervisor","Good luck with the practical training! is a supportive comment, but I don't think it's feedback","Words of encouragement/presentation of points for improvement Missing"
"SU_091","supervisor","Although there are only a few, I think the feedback is easy to understand as it proposes issues related to important and impressive content.","Addressing important medical issues"
"SU_092","supervisor","It is supportive and provides feedback on the learner's own actions, but it doesn't seem to be very specific guidance.","Abstract descriptions"
"SU_093","supervisor","It is supportive and provides feedback based on specific actions. I think the student would be happy to receive this kind of feedback. If I were to make a point for improvement, it would be that not all of the content is provided in the feedback.","Supportive words/descriptions based on the words of the practical training"
"SU_094","supervisor","I don't think a simple ‘Thank you for your hard work’ would be considered feedback.","Descriptions that are too short"
"SU_095","supervisor","The feedback is more supportive, as it is based on the student's behaviour during the practical training, rather than on the contents of the portfolio.","Disregard for the content of the description/descriptions based on observations made during the practical training"
"SU_096","supervisor","The feedback is not specific enough, as it does not say what is ‘not a problem’.","Abstract descriptions"
"SU_097","supervisor","The feedback is specific and based on the student's behaviour during the practical training. There are some parts that do not necessarily match the contents of the portfolio.","Disregard for the content of the description/descriptions based on observations made during the practical training/specific descriptions"
"SU_098","supervisor","The feedback is more supportive and useful for the learner, as it is based on the student's attitude during the practical training, rather than on the contents of the portfolio.","Descriptions based on observations made during the practical training"
"SU_099","supervisor","Although the portfolio is hardly mentioned, the FB is based on the student's attitude during the practical training and the content observed.","Disregard for the content of the description/descriptions based on observations made during the practical training"
"SU_100","supervisor","The FB focuses on blood collection, but it is more about encouraging experience than specific content.","Descriptions that encourage experience"
"SU_101","supervisor","・The presentation was said to be educational, but there was no mention of how or what was learned, and the student's good points were not directly conveyed. ・The next step, which is to develop the habit of thinking carefully about each example, is difficult to measure. However, focusing on one next step may be good in terms of prioritisation.","Abstract descriptions"
"SU_102","supervisor","The phrase ‘one more push’ suggests that the practical training is seen as a painful or negative experience, and it also undermines the value of the instructor as someone who provides a place for learning.","Inhibition of learning due to the expression of implicit assumptions"
"SU_103","supervisor","I have no idea what is important. I don't understand the context of drawing illustrations of surgical findings, which is also affected by the fact that the student's description is lacking.","Lack of description of the situation"
"SU_104","supervisor","The fact that it is a difficult case for diagnosis may be impressive for the evaluator, but it does not contribute to the student's learning. As this is the only thing written, it is considered unsuitable for feedback.","Priority given to the interests of the person writing the description"
"SU_105","supervisor","It is excellent in terms of supportive language. It would be even better if it included specific points of good practice and areas for improvement.","Supportive expressions/omission of pointing out good points and areas for improvement"
"SU_106","supervisor",,
"SU_107","supervisor","The feedback is limited to the content of the afternoon practical session on the final day. The feedback also lacks specificity (although it may have been given during the practical session, this cannot be ascertained from the text). It would be good if the same feedback could be given for other practical sessions.","Abstract descriptions"
"SU_108","supervisor","I felt that it would be beneficial to encourage learners to learn how to match up their own examination findings with the findings of the examination. The contrast between the learners' findings and the instructor's findings is also thought to have been made in the same context, but it seems to show the superiority and infallibility of the instructor, and I think that this is feedback that makes learners feel an authority gradient.","Prompting action in practical training/introduction of an authority gradient"
"SU_109","supervisor","There is no mention of the content of the practical training or the learner's own description. It is impossible to know what is not written, so there is a possibility that important feedback is being given without being written down, but I think it would be good to make sure that important feedback points are recorded.","Disregard for the content of the description"
"SU_110","supervisor","It is understandable that there are few opportunities to do peripheral nerve examinations, but I wonder whether this is something that all medical students should learn. I think that feedback that emphasises this point has problems in terms of prioritisation. It is hoped that appropriate learning goals will be set for medical students.","Descriptions that are too focused on the interests of the expert"
"SU_111","supervisor","The positive evaluation of attitude is emphasised. This is a point that is probably difficult for the learner to describe, but if it is based on direct observation, it is a very important point. There is little specific feedback, but this feedback can be seen as a result of focusing on the key points.","Descriptions based on observations in practical training"
"SU_112","supervisor","The supportive comments are good, but there is no specific feedback on the practical training. At least one of the learning objectives should be mentioned.","Omission of pointing out areas for improvement"
"SU_113","supervisor","The points raised are good, but it would be easier for the learner to understand if the feedback referred to more specific content.","Abstract descriptions"
"SU_114","supervisor","The comments are based on the student's description, so the feedback is accurate. It only addresses whether the knowledge is correct or not, and does not indicate what action should be taken next. It would be better if the next action could be indicated with an awareness of the learning process.","Pointing out errors in medical knowledge/lack of indication of next action"
"SU_115","supervisor","The student's description itself is concerned with the everyday details of the case (fever follow-up) and less important technical points (the speed of spinal fluid output), so I think this is a difficult case for feedback. In cases like this, instead of giving bland feedback that ignores the content of the description, it would be better if the feedback could point out the appropriate learning points for the specialist field.","Neglect of content of description"
"SU_116","supervisor","The evaluator's attitude, which seems to regard the case of a common presentation of a common disease as unimportant, is suggested by the text, and I am concerned about the impact this will have on the medical students. It would be desirable for the evaluator and the medical student to share in a clear way the goals that the medical student should aim for.","Description too focused on specialist interest"
"SU_117","supervisor","Compared to feedback1, this is brief and less detailed. There are few comments praising the good points. On the other hand, it mentions the limitations and the boundaries of the evaluation tool, which are unlikely to be covered in textbooks for students, and I think it is useful information from the perspective of practical clinical training. Perhaps it is a quiet supervisor who only tells you the important things.","Lack of indication of points that have been done well/description from specialist perspective"
"SU_118","supervisor","Compared to feedback1, there is no feedback in the practical training record. On the other hand, there is follow-up on the student's attitude during the practical training and the fact that they were unable to give a good presentation, and the fact that they made an effort to improve the content of their presentation is praised, so it feels like feedback that has looked closely at the practical training as a whole.","Neglect of content of description/description based on observations made during practical training"
"SU_119","supervisor","It gives the impression that the busy supervising doctor quickly wrote down their impressions of the student. They probably evaluated the student as having met the required standard with no particular problems when compared to the behavioural standards, but they did not evaluate the record that was written. It seems to be just a summary evaluation conclusion, so it is not thought to contribute to improving skills and attitude.","Neglect of content of description"
"SU_120","supervisor","They did not point out the mistakes in the words ‘irregular pulse’ and ‘Holter electrocardiogram’. I think it is encouraging for the student to receive feedback that is relevant to the actual content of the practical training. Although you have included a summary of the characteristics of the case study, I think you should give a little more feedback on this.","Overlooking medical errors/description in line with practical training content"
"SU_121","supervisor","You have not pointed out the mistake of ‘resuscitation termination’. Although you have mentioned the limitations and shortcomings of the instructor, and this is not content that will directly lead to the improvement of the learner's ability, I think that this is a description that will be well received by the learner. I think that this is a description that conveys ‘encouragement from senior doctors’.","Overlooking medical errors/indication of limitations of teaching staff"
"SU_122","supervisor","It is too businesslike and directive. I wonder if there was anything else you wanted to convey? I wonder if there was anything you wanted to praise?","Description too short"
"SU_123","supervisor","While it lacks the perspective of feedback1, it conveys positive evaluations of the student's attitude during the practical training, and also includes supportive words that will help the student in the future. When reading the two together, it feels like they make a good piece of feedback as a whole.","Pointing out attitude during practical training"
"SU_124","supervisor","It conveys that the instructor has given a positive evaluation of the practical training as a whole, but I think that's all it says. There is no mention of specific issues or points of achievement.","Lack of indication of points for improvement"
"SU_125","supervisor","I thought that it would be good feedback for a good student to be told that they were generally satisfied with the content of the practical training, and then to be given the next task from the perspective of skills and attitude, rather than knowledge.","Suggestions for improvement in terms of attitude during practical training"
"SU_126","supervisor","It is a positive evaluation, but it is too general and does not point out the next task (for better or worse).","Abstract description/missing points for improvement"
"SU_127","supervisor","In terms of referring to the evaluation criteria, it is inferior to feedback 1, but it is more in line with the content of the practical training and presents the next task, so I felt that the quality of the feedback as a whole was better here.","Non-compliance with evaluation criteria/description in line with practical training situation"
"SU_128","supervisor","The quantity and quality of the records seems to be lacking, but there is no comment on this. There are no comments on the content of the records.","Neglect of content/missing points for improvement"
"SU_129","supervisor","The student's records are almost the same as those of ID: 128, but the comments in the feedback2 record are almost the same as those in the feedback2 record for ID: 128. (Unless there was a processing error that resulted in the same record being duplicated and made into two records), is it not the case that the comments do not point out that the records of the other two students are almost the same, including their faults?",
"SU_130","supervisor","There are supportive comments. That's all. There are words asking for a report, but it's not clear what the person wants to be reported in addition.","Abstract points for improvement"
"SU_131","supervisor","It's too simple and doesn't amount to feedback.","Too short a description"
"SU_132","supervisor","I think it's good that the comments are supportive and refer to clinical difficulties and the ease of making mistakes. I thought it would be good to delve a little deeper into the record, which ends with the single phrase ‘neurological examination’.","Opinion from a clinical perspective"
"SU_133","supervisor","The part where the student is encouraged","Description that encourages students"
"SU_134","supervisor","The part where the student is encouraged.","Description that encourages students"
"SU_135","supervisor","The fact that the points of the medical examination are clearly stated suggests that the student will be able to take a more interested approach to the practical training.","Clear indication of points to be observed during practical training"
"SU_136","supervisor","I felt that this supervising doctor had a good grasp of the content of the students' practical training. It's good that specific points for improvement are listed, but I think it would be better if the importance and priority were also stated.","Description based on practical training/missing prioritisation"
"SU_137","supervisor","I think that feedback on the specific actions of the students is a great opportunity for them to become highly motivated. I don't think there are any particular points for improvement.","Descriptions based on observations made during practical training/motivating students for practical training"
"SU_138","supervisor","I think it would be better if the lack of daily records was noted. Other than that, I didn't notice anything in particular.","Missing points for improvement/missing points for description"
"SU_139","supervisor","I think it's great that the student's efforts are being recognised. I think it would be better if there were more specific instructions.","Missing points for improvement"
"SU_140","supervisor","I think the feedback shows consideration for the student's motivation. I think it would be better if there were comments on how to write the portfolio.","Missing points for description"
"SU_141","supervisor","I think the feedback doesn't discourage the student. I don't think there is anything more that could be said to this student.",
"SU_142","supervisor","I think it's great that the student is being encouraged. I don't think there is anything that needs to be improved.","Descriptions to encourage students"
"SU_143","supervisor","As an evaluation by many supervisors, I can relate to the content of this. As the student has written quite specific details, I thought it would be good to touch on that point a little more.","Neglect of content of description"
"SU_144","supervisor","I think it is good that the student is given specific instructions in a casual way so as not to discourage them.","Suggestions for improvement"
"SU_145","supervisor","I think it would be better if there was some mention of the days when there was no entry. However, on the other hand, I think it is good feedback that the student is praised for something that only the supervisor would know (participation in a study group), as it gives the student a chance to increase their motivation.","Missing points for description/descriptions based on observations made during practical training/motivating students for practical training"
"SU_146","supervisor","I'm concerned that there is no mention of the entries at all. However, I think it was very good for the student to receive feedback on the presentation and on the fact that they had learned how to deal with elderly patients, rather than feedback on the portfolio itself.","Missing points for description/descriptions based on observations made during practical training/motivating students for practical training"
